Ticker,Name,Sector,Industry,Price,Collection,Embedding_Dimension
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,WIKI/MDLZ,stocks/mdlz,2
MDP,Meredith Corporation,Services,Publishing - Periodicals,WIKI/MDP,stocks/mdp,2
MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,WIKI/MDSO,stocks/mdso,3
MDT,"Medtronic, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDT,stocks/mdt,2
MDU,MDU Resources Group Inc.,Utilities,Diversified Utilities,WIKI/MDU,stocks/mdu,3
MDW,Midway Gold Corp.,Basic Materials,Gold,WIKI/MDW,stocks/mdw,2
MDVN,"Medivation, Inc.",Healthcare,Biotechnology,WIKI/MDVN,stocks/mdvn,0
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDXG,NA,3
MEAD,Meade Instruments Corp.,,,NA,stocks/mead,
MEAS,Measurement Specialties Inc.,Technology,Scientific & Technical Instruments,WIKI/MEAS,stocks/meas,3
MED,Medifast Inc.,Services,"Specialty Retail, Other",WIKI/MED,stocks/med,3
MEET,"MeetMe, Inc.",Technology,Internet Information Providers,NA,stocks/meet,
MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/MEIP,stocks/meip,2
MELA,"MELA Sciences, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/mela,
MELI,"Mercadolibre, Inc.",Services,Catalog & Mail Order Houses,NA,stocks/meli,
MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,WIKI/MEI,stocks/mei,3
MEMP,Memorial Production Partners LP,Basic Materials,Independent Oil & Gas,NA,stocks/memp,
MEMS,"MEMSIC, Inc.",,,NA,stocks/mems,
MENT,Mentor Graphics Corp.,Technology,Technical & System Software,WIKI/MENT,stocks/ment,2
MERR,"Merriman Holdings, Inc.",Financial,Asset Management,NA,stocks/merr,
MET,"MetLife, Inc.",Financial,Life Insurance,WIKI/MET,stocks/met,3
MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,NA,stocks/mfa,
METR,"Metro Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/METR,stocks/metr,2
MFCO,Microwave Filter Co. Inc.,Technology,Diversified Electronics,NA,stocks/mfco,
MFI,MicroFinancial Inc.,Financial,Credit Services,NA,stocks/mfi,
MFLR,"Mayflower Bancorp, Inc.",,,NA,stocks/mflr,
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Printed Circuit Boards,WIKI/MFLX,stocks/mflx,2
MFNC,Mackinac Financial Corporation,Financial,Regional - Southwest Banks,NA,stocks/mfnc,
MFRI,"MFRI, Inc.",Industrial Goods,Pollution & Treatment Controls,NA,stocks/mfri,
MFRM,Mattress Firm Holding Corp.,Services,"Specialty Retail, Other",WIKI/MFRM,stocks/mfrm,2
MFSF,Mutualfirst Financial Inc.,Financial,Regional - Midwest Banks,NA,stocks/mfsf,
MG,"Mistras Group, Inc.",Services,Security & Protection Services,WIKI/MG,stocks/mg,2
MGAM,"Multimedia Games Holding Company, Inc.",Services,Gaming Activities,WIKI/MGAM,stocks/mgam,2
MGCD,MGC Diagnostics Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/mgcd,
MGLN,Magellan Health Services Inc.,Healthcare,Health Care Plans,WIKI/MGLN,stocks/mgln,2
MGM,MGM Resorts International,Services,Resorts & Casinos,WIKI/MGM,stocks/mgm,2
MGPI,MGP Ingredients Inc.,Consumer Goods,Processed & Packaged Goods,NA,stocks/mgpi,
MGT,"MGT Capital Investments, Inc.",Services,Business Services,NA,stocks/mgt,
MGYR,"Magyar Bancorp, Inc.",Financial,Regional - Northeast Banks,NA,stocks/mgyr,
MHFI,"McGraw Hill Financial, Inc.",Services,Business Services,WIKI/MHFI,NA,3
MHGC,Morgans Hotel Group Co.,Services,Lodging,WIKI/MHGC,stocks/mhgc,3
MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,WIKI/MHO,stocks/mho,3
MGN,"Mines Management, Inc.",Basic Materials,Silver,NA,stocks/mgn,
MHH,"Mastech Holdings, Inc.",Services,Staffing & Outsourcing Services,NA,stocks/mhh,
MIDD,Middleby Corp.,Industrial Goods,Diversified Machinery,WIKI/MIDD,stocks/midd,2
MIG,Meadowbrook Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/MIG,stocks/mig,2
MILL,"Miller Energy Resources, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MILL,stocks/mill,1
MIND,Mitcham Industries Inc.,Technology,Scientific & Technical Instruments,WIKI/MIND,stocks/mind,3
MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,WIKI/MINI,stocks/mini,2
MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/MHK,stocks/mhk,2
MITK,"Mitek Systems, Inc.",Technology,Application Software,WIKI/MITK,stocks/mitk,4
MITL,Mitel Networks Corporation,Technology,Communication Equipment,NA,stocks/mitl,
MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,WIKI/MJN,stocks/mjn,2
MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,WIKI/MKC,stocks/mkc,3
MKL,Markel Corp.,Financial,Property & Casualty Insurance,WIKI/MKL,stocks/mkl,4
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,WIKI/MKSI,stocks/mksi,2
MKTG,"Responsys, Inc.",,,NA,stocks/mktg,
MKTO,"Marketo, Inc.",Technology,Application Software,WIKI/MKTO,stocks/mkto,2
MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,WIKI/MKTX,stocks/mktx,3
MKTY,"Mechanical Technology, Incorporated",,,NA,stocks/mkty,
MLAB,Mesa Laboratories Inc.,Healthcare,Medical Instruments & Supplies,WIKI/MLAB,stocks/mlab,2
MLM,Martin Marietta Materials Inc.,Industrial Goods,General Building Materials,WIKI/MLM,stocks/mlm,2
MLHR,Herman Miller Inc.,Consumer Goods,Business Equipment,WIKI/MLHR,stocks/mlhr,3
MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,NA,stocks/mlp,
MLNK,"ModusLink Global Solutions, Inc.",Services,Air Delivery & Freight Services,WIKI/MLNK,stocks/mlnk,2
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,NA,stocks/mlnx,
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,WIKI/MMC,stocks/mmc,3
MMP,Magellan Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/mmp,
MMM,3M Company,Industrial Goods,Diversified Machinery,WIKI/MMM,stocks/mmm,2
MMS,"MAXIMUS, Inc.",Services,Business Services,WIKI/MMS,stocks/mms,2
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/MMSI,stocks/mmsi,3
MNDL,"Mandalay Digital Group, Inc.",Technology,Diversified Communication Services,NA,stocks/mndl,
MNGA,Magnegas Corporation,Basic Materials,Major Integrated Oil & Gas,NA,stocks/mnga,
MN,"Manning & Napier, Inc.",Financial,Asset Management,WIKI/MN,stocks/mn,2
MNKD,MannKind Corp.,Healthcare,Biotechnology,WIKI/MNKD,stocks/mnkd,2
MNOV,MediciNova Inc.,Healthcare,Biotechnology,NA,stocks/mnov,
MNR,Monmouth Real Estate Investment Corp.,Financial,REIT - Industrial,NA,stocks/mnr,
MNRK,"Monarch Financial Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/mnrk,
MNRO,Monro Muffler Brake Inc.,Consumer Goods,Auto Parts,WIKI/MNRO,stocks/mnro,2
MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,WIKI/MNST,stocks/mnst,2
MNTA,Momenta Pharmaceuticals Inc.,Healthcare,Drugs - Generic,WIKI/MNTA,stocks/mnta,3
MNTG,"MTR Gaming Group, Inc.",Services,Resorts & Casinos,NA,stocks/mntg,
MNTX,"Manitex International, Inc.",Industrial Goods,Diversified Machinery,WIKI/MNTX,stocks/mntx,2
MO,Altria Group Inc.,Consumer Goods,Cigarettes,WIKI/MO,stocks/mo,2
MOC,Command Security Corp.,Services,Security & Protection Services,NA,stocks/moc,
MOCO,MOCON Inc.,Technology,Scientific & Technical Instruments,NA,stocks/moco,
MOD,Modine Manufacturing Company,Consumer Goods,Auto Parts,WIKI/MOD,stocks/mod,3
MODN,"Model N, Inc.",,,WIKI/MODN,stocks/modn,3
MOFG,"MidWest One Financial Group, Inc.",Financial,Regional - Southwest Banks,WIKI/MOFG,stocks/mofg,2
MOGA,Moog Inc.,Industrial Goods,Aerospace/Defense Products & Services,NA,stocks/moga,
MOH,"Molina Healthcare, Inc.",Healthcare,Health Care Plans,WIKI/MOH,stocks/moh,2
MOLX,Molex Incorporated,,,NA,stocks/molx,
MOLXA,Molex Incorporated,,,NA,stocks/molxa,
MON,Monsanto Company,Basic Materials,Agricultural Chemicals,WIKI/MON,stocks/mon,3
MORN,Morningstar Inc.,Technology,Information & Delivery Services,WIKI/MORN,stocks/morn,2
MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,WIKI/MOS,stocks/mos,2
MOSY,"MoSys, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/MOSY,stocks/mosy,2
MOV,"Movado Group, Inc.",Consumer Goods,"Recreational Goods, Other",WIKI/MOV,stocks/mov,2
MOVE,"Move, Inc.",Technology,Internet Information Providers,WIKI/MOVE,stocks/move,3
MPAA,Motorcar Parts of America Inc.,Consumer Goods,Auto Parts,NA,stocks/mpaa,
MPAC,MOD-PAC Corp.,,,NA,stocks/mpac,
MPB,Mid Penn Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/mpb,
MPET,Magellan Petroleum Corporation,Basic Materials,Independent Oil & Gas,NA,stocks/mpet,
MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/MPC,stocks/mpc,2
MPO,"Midstates Petroleum Company, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MPO,stocks/mpo,3
MPW,Medical Properties Trust Inc.,Financial,REIT - Healthcare Facilities,NA,NA,
MPWR,Monolithic Power Systems Inc.,Technology,Semiconductor - Specialized,WIKI/MPWR,stocks/mpwr,2
MPX,Marine Products Corp.,Consumer Goods,Recreational Vehicles,WIKI/MPX,stocks/mpx,2
MRC,MRC Global Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/MRC,stocks/mrc,2
MRCY,"Mercury Systems, Inc.",Technology,Computer Peripherals,WIKI/MRCY,stocks/mrcy,3
MRGE,Merge Healthcare Incorporated,Technology,Healthcare Information Services,WIKI/MRGE,stocks/mrge,3
MRH,Montpelier Re Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/MRH,stocks/mrh,2
MRIN,Marin Software Incorporated,Technology,Application Software,WIKI/MRIN,stocks/mrin,3
MRLN,Marlin Business Services Corp.,Financial,Mortgage Investment,WIKI/MRLN,stocks/mrln,2
MRTN,Marten Transport Ltd.,Services,Trucking,WIKI/MRTN,stocks/mrtn,2
MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,WIKI/MRK,stocks/mrk,2
MSCC,Microsemi Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/MSCC,stocks/mscc,2
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductor - Integrated Circuits,WIKI/MRVL,stocks/mrvl,3
MSCI,MSCI Inc.,Technology,Application Software,WIKI/MSCI,stocks/msci,3
MSEX,Middlesex Water Co.,Utilities,Water Utilities,WIKI/MSEX,stocks/msex,2
MSFG,Mainsource Financial Group,Financial,Regional - Midwest Banks,WIKI/MSFG,stocks/msfg,4
MSFT,Microsoft Corporation,Technology,Business Software & Services,WIKI/MSFT,stocks/msft,2
MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,WIKI/MSG,stocks/msg,2
MSL,Midsouth Bancorp Inc.,Financial,Regional - Southeast Banks,WIKI/MSL,stocks/msl,2
MSM,MSC Industrial Direct Co. Inc.,Services,Industrial Equipment Wholesale,WIKI/MSM,stocks/msm,2
MSO,Martha Stewart Living Omnimedia Inc.,Services,Publishing - Periodicals,WIKI/MSO,stocks/mso,2
MSTR,MicroStrategy Inc.,Technology,Application Software,WIKI/MSTR,stocks/mstr,2
MTD,Mettler-Toledo International Inc.,Technology,Scientific & Technical Instruments,WIKI/MTD,stocks/mtd,2
MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,WIKI/MTDR,stocks/mtdr,2
MTG,MGIC Investment Corp.,Financial,Property & Casualty Insurance,WIKI/MTG,stocks/mtg,3
MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,WIKI/MTH,stocks/mth,3
MTN,Vail Resorts Inc.,Services,Resorts & Casinos,WIKI/MTN,stocks/mtn,2
MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,WIKI/MTOR,stocks/mtor,3
MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,WIKI/MTRN,stocks/mtrn,2
MTRX,Matrix Service Company,Industrial Goods,Heavy Construction,WIKI/MTRX,stocks/mtrx,3
MTSC,MTS Systems Corporation,Technology,Scientific & Technical Instruments,WIKI/MTSC,stocks/mtsc,2
MTSI,"M/A-Com Technology Solutions Holdings, Inc.",Technology,Semiconductor - Broad Line,WIKI/MTSI,stocks/mtsi,2
MTW,"The Manitowoc Company, Inc.",Industrial Goods,Farm & Construction Machinery,WIKI/MTW,stocks/mtw,2
MTX,Minerals Technologies Inc.,Basic Materials,Chemicals - Major Diversified,WIKI/MTX,stocks/mtx,3
MTZ,"MasTec, Inc.",Industrial Goods,Heavy Construction,WIKI/MTZ,stocks/mtz,2
MW,"The Men's Wearhouse, Inc.",Services,Apparel Stores,WIKI/MW,stocks/mw,2
MWA,"Mueller Water Products, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/MWA,stocks/mwa,3
MWIV,"MWI Veterinary Supply, Inc.",Services,Medical Equipment Wholesale,WIKI/MWIV,stocks/mwiv,2
MWW,"Monster Worldwide, Inc.",Services,Staffing & Outsourcing Services,WIKI/MWW,stocks/mww,2
MXL,"MaxLinear, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/MXL,stocks/mxl,2
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductor - Broad Line,WIKI/MXIM,stocks/mxim,2
MXWL,"Maxwell Technologies, Inc.",Technology,Diversified Electronics,WIKI/MXWL,stocks/mxwl,2
MYE,Myers Industries Inc.,Consumer Goods,Rubber & Plastics,WIKI/MYE,stocks/mye,3
MYGN,Myriad Genetics Inc.,Services,Research Services,WIKI/MYGN,stocks/mygn,2
MYRG,"MYR Group, Inc.",Industrial Goods,General Contractors,WIKI/MYRG,stocks/myrg,2
N,NetSuite Inc.,Technology,Business Software & Services,WIKI/N,stocks/n,3
NANO,Nanometrics Incorporated,Technology,Semiconductor Equipment & Materials,WIKI/NANO,stocks/nano,1
NASB,"NASB Financial, Inc.",Financial,Savings & Loans,WIKI/NASB,stocks/nasb,2
NATI,National Instruments Corporation,Technology,Technical & System Software,WIKI/NATI,stocks/nati,3
NATL,National Interstate Corporation,Financial,Property & Casualty Insurance,WIKI/NATL,stocks/natl,2
NATH,Nathan's Famous Inc.,Services,Restaurants,WIKI/NATH,stocks/nath,2
NATR,Nature's Sunshine Products Inc.,Healthcare,Drugs - Generic,WIKI/NATR,stocks/natr,2
NAV,Navistar International Corporation,Consumer Goods,Trucks & Other Vehicles,WIKI/NAV,stocks/nav,2
NAVB,"Navidea Biopharmaceuticals, Inc",Healthcare,Medical Appliances & Equipment,WIKI/NAVB,stocks/navb,3
NAVG,Navigators Group Inc.,Financial,Property & Casualty Insurance,WIKI/NAVG,stocks/navg,3
NBBC,NewBridge Bancorp,Financial,Regional - Mid-Atlantic Banks,WIKI/NBBC,stocks/nbbc,1
NBIX,Neurocrine Biosciences Inc.,Healthcare,Drugs - Generic,WIKI/NBIX,stocks/nbix,2
NBTB,"NBT Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/NBTB,stocks/nbtb,2
NC,Nacco Industries Inc.,Conglomerates,Conglomerates,WIKI/NC,stocks/nc,2
NBTF,,Financial,Regional - Southeast Banks,NA,stocks/nbtf,
NCBC,New Century Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/ncbc,
NCI,Navigant Consulting Inc.,Services,Management Services,WIKI/NCI,stocks/nci,2
NBCB,First NBC Bank Holding Company,Financial,Foreign Regional Banks,WIKI/NBCB,stocks/nbcb,3
NCIT,"NCI, Inc.",Technology,Information Technology Services,NA,stocks/ncit,
NCLH,Norwegian Cruise Line Holdings Ltd.,,,WIKI/NCLH,stocks/nclh,3
NCMI,"National CineMedia, Inc.",Services,Marketing Services,WIKI/NCMI,stocks/ncmi,3
NCQ,NovaCopper Inc.,Basic Materials,Industrial Metals & Minerals,NA,NA,
NCR,NCR Corp.,Technology,Information Technology Services,WIKI/NCR,stocks/ncr,2
NCT,Newcastle Investment Corp.,Financial,REIT - Diversified,NA,stocks/nct,
NCS,NCI Building Systems Inc.,Industrial Goods,General Building Materials,WIKI/NCS,stocks/ncs,3
NDAQ,"The Nasdaq OMX Group, Inc.",Financial,Diversified Investments,WIKI/NDAQ,stocks/ndaq,2
NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,WIKI/NDSN,stocks/ndsn,3
NE,Noble Corp.,Basic Materials,Oil & Gas Drilling & Exploration,WIKI/NE,stocks/ne,3
NECB,"Northeast Community Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/necb,
NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,WIKI/NEE,stocks/nee,2
NEM,Newmont Mining Corporation,Basic Materials,Gold,WIKI/NEM,stocks/nem,2
NEN,New England Realty Associates LP,Financial,Real Estate Development,NA,NA,
NEO,Neogenomics Inc.,Healthcare,Medical Laboratories & Research,WIKI/NEO,stocks/neo,2
NEOG,Neogen Corp.,Healthcare,Diagnostic Substances,WIKI/NEOG,stocks/neog,2
NEON,"Neonode, Inc.",Technology,Diversified Electronics,WIKI/NEON,stocks/neon,2
NES,"Nuverra Environmental Solutions, Inc.",Industrial Goods,Waste Management,WIKI/NES,NA,2
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,WIKI/NEU,stocks/neu,2
NEWN,New Energy Systems Group,Technology,Diversified Electronics,NA,stocks/newn,
NEWP,Newport Corp.,Services,Industrial Equipment Wholesale,WIKI/NEWP,stocks/newp,2
NEWS,"NewStar Financial, Inc.",Financial,Credit Services,WIKI/NEWS,stocks/news,2
NEWT,Newtek Business Services Inc.,Services,Business Services,NA,stocks/newt,
NFEC,NF Energy Saving Corp.,Industrial Goods,Industrial Equipment & Components,NA,stocks/nfec,
NFG,National Fuel Gas Company,Basic Materials,Independent Oil & Gas,WIKI/NFG,stocks/nfg,3
NFLX,"Netflix, Inc.",Services,CATV Systems,WIKI/NFLX,stocks/nflx,2
NFSB,Newport Bancorp Inc.,,,NA,stocks/nfsb,
NFX,Newfield Exploration Co.,Basic Materials,Independent Oil & Gas,WIKI/NFX,stocks/nfx,2
NGL,NGL Energy Partners LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/ngl,
NGLS,Targa Resources Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/ngls,
NGS,Natural Gas Services Group Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/NGS,stocks/ngs,2
NGSX,"NeurogesX, Inc.",Healthcare,Drug Manufacturers - Other,NA,stocks/ngsx,
NHC,National Healthcare Corp.,Healthcare,Long-Term Care Facilities,WIKI/NHC,stocks/nhc,3
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Services,Grocery Stores,WIKI/NGVC,stocks/ngvc,3
NHTB,New Hampshire Thrift Bancshares Inc.,Financial,Savings & Loans,NA,stocks/nhtb,
NHI,National Health Investors Inc.,Financial,REIT - Healthcare Facilities,NA,stocks/nhi,
NICK,Nicholas Financial Inc.,Financial,Credit Services,WIKI/NICK,stocks/nick,2
NIHD,NII Holdings Inc.,Technology,Wireless Communications,WIKI/NIHD,stocks/nihd,2
NI,NiSource Inc.,Utilities,Diversified Utilities,WIKI/NI,stocks/ni,3
NILE,Blue Nile Inc.,Services,Jewelry Stores,WIKI/NILE,stocks/nile,2
NJR,New Jersey Resources Corp.,Utilities,Gas Utilities,WIKI/NJR,stocks/njr,3
NKA,Niska Gas Storage Partners LLC,Utilities,Gas Utilities,NA,stocks/nka,
NKE,"Nike, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/NKE,stocks/nke,2
NKSH,National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/NKSH,stocks/nksh,2
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,WIKI/NKTR,stocks/nktr,2
NL,NL Industries Inc.,Services,Industrial Equipment Wholesale,WIKI/NL,stocks/nl,3
NLP,NTS Realty Holdings LP,Financial,Real Estate Development,NA,stocks/nlp,
NLS,Nautilus Inc.,Consumer Goods,Sporting Goods,WIKI/NLS,stocks/nls,2
NLNK,NewLink Genetics Corporation,Healthcare,Biotechnology,WIKI/NLNK,stocks/nlnk,2
NLSN,Nielsen Holdings N.V.,Technology,Information & Delivery Services,WIKI/NLSN,stocks/nlsn,2
NLST,Netlist Inc.,Technology,Semiconductor- Memory Chips,NA,stocks/nlst,
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,NA,stocks/nly,
NMRX,Numerex Corp.,Technology,Communication Equipment,WIKI/NMRX,stocks/nmrx,2
NNBR,NN Inc.,Industrial Goods,Machine Tools & Accessories,WIKI/NNBR,stocks/nnbr,3
NNI,"Nelnet, Inc.",Financial,Credit Services,WIKI/NNI,stocks/nni,2
NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,NA,stocks/nnn,
NOBH,Nobility Homes Inc.,Industrial Goods,Manufactured Housing,NA,stocks/nobh,
NOR,Noranda Aluminum Holding Corp.,Basic Materials,Aluminum,WIKI/NOR,stocks/nor,2
NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/NOC,stocks/noc,2
NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/NOV,stocks/nov,2
NOVB,North Valley Bancorp,Financial,Regional - Pacific Banks,NA,stocks/novb,
NOW,"ServiceNow, Inc.",Technology,Information Technology Services,WIKI/NOW,stocks/now,2
NP,"Neenah Paper, Inc.",Consumer Goods,Paper & Paper Products,WIKI/NP,stocks/np,2
NPBC,National Penn Bancshares Inc.,Financial,Regional - Northeast Banks,WIKI/NPBC,stocks/npbc,2
NPK,National Presto Industries Inc.,Consumer Goods,Appliances,WIKI/NPK,stocks/npk,2
NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/NPO,stocks/npo,2
NPSP,"NPS Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/NPSP,stocks/npsp,4
NPTN,NeoPhotonics Corporation,Technology,Semiconductor - Broad Line,WIKI/NPTN,stocks/nptn,3
NR,Newpark Resources Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/NR,stocks/nr,2
NRF,NorthStar Realty Finance Corp.,Financial,REIT - Retail,NA,stocks/nrf,
NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,WIKI/NRG,stocks/nrg,2
NRIM,Northrim Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/NRIM,stocks/nrim,2
NRP,Natural Resource Partners LP,Basic Materials,Industrial Metals & Minerals,NA,stocks/nrp,
NRTLQ,Nortel Networks Corporation,,,NA,stocks/nrtlq,
